ENSG00000000419	DPM1	H. sapiens	S000006148	ALG5	S. cerevisiae	least diverged horizontal gene transfer
ENSG00000145439	CBR4	H. sapiens	S000005146	SPS19	S. cerevisiae	homologue
ENSG00000145817	YIPF5	H. sapiens	S000003404	YIP1	S. cerevisiae	homologue
ENSG00000145817	YIPF5	H. sapiens	S000003404	YIP1	S. cerevisiae	orthologue
ENSG00000145817	YIPF5	H. sapiens	S000003404	YIP1	S. cerevisiae	orthologue
ENSG00000145817	YIPF5	H. sapiens	S000003404	YIP1	S. cerevisiae	orthologue
ENSG00000145912	NHP2	H. sapiens	S000002367	NHP2	S. cerevisiae	homologue
ENSG00000145912	NHP2	H. sapiens	S000002367	NHP2	S. cerevisiae	least diverged orthologue
ENSG00000145912	NHP2	H. sapiens	S000002367	NHP2	S. cerevisiae	orthologue
ENSG00000145912	NHP2	H. sapiens	S000002367	NHP2	S. cerevisiae	orthologue
ENSG00000146282	RARS2	H. sapiens	S000001133	MSR1	S. cerevisiae	homologue
ENSG00000146282	RARS2	H. sapiens	S000001133	MSR1	S. cerevisiae	orthologue
ENSG00000146282	RARS2	H. sapiens	S000001133	MSR1	S. cerevisiae	orthologue
ENSG00000146282	RARS2	H. sapiens	S000002749	""	S. cerevisiae	homologue
ENSG00000146282	RARS2	H. sapiens	S000002749	""	S. cerevisiae	least diverged orthologue
ENSG00000146282	RARS2	H. sapiens	S000002749	""	S. cerevisiae	orthologue
ENSG00000146282	RARS2	H. sapiens	S000002749	""	S. cerevisiae	orthologue
ENSG00000147383	NSDHL	H. sapiens	S000002969	ERG26	S. cerevisiae	homologue
ENSG00000147383	NSDHL	H. sapiens	S000002969	ERG26	S. cerevisiae	least diverged orthologue
ENSG00000147383	NSDHL	H. sapiens	S000002969	ERG26	S. cerevisiae	orthologue
ENSG00000147383	NSDHL	H. sapiens	S000002969	ERG26	S. cerevisiae	orthologue
ENSG00000147403	RPL10	H. sapiens	S000004065	RPL10	S. cerevisiae	homologue
ENSG00000147403	RPL10	H. sapiens	S000004065	RPL10	S. cerevisiae	least diverged orthologue
ENSG00000147403	RPL10	H. sapiens	S000004065	RPL10	S. cerevisiae	orthologue
ENSG00000147669	POLR2K	H. sapiens	S000001185	RPC10	S. cerevisiae	least diverged orthologue
ENSG00000147669	POLR2K	H. sapiens	S000001185	RPC10	S. cerevisiae	orthologue
ENSG00000148218	ALAD	H. sapiens	S000003008	HEM2	S. cerevisiae	homologue
ENSG00000148218	ALAD	H. sapiens	S000003008	HEM2	S. cerevisiae	least diverged orthologue
ENSG00000148218	ALAD	H. sapiens	S000003008	HEM2	S. cerevisiae	orthologue
ENSG00000148218	ALAD	H. sapiens	S000003008	HEM2	S. cerevisiae	orthologue
ENSG00000148429	USP6NL	H. sapiens	S000005237	MSB3	S. cerevisiae	homologue
ENSG00000148429	USP6NL	H. sapiens	S000005472	MSB4	S. cerevisiae	homologue
ENSG00000149084	HSD17B12	H. sapiens	S000000363	IFA38	S. cerevisiae	homologue
ENSG00000149084	HSD17B12	H. sapiens	S000000363	IFA38	S. cerevisiae	orthologue
ENSG00000149084	HSD17B12	H. sapiens	S000000363	IFA38	S. cerevisiae	orthologue
ENSG00000149084	HSD17B12	H. sapiens	S000000363	IFA38	S. cerevisiae	orthologue
ENSG00000149084	HSD17B12	H. sapiens	S000001717	FOX2	S. cerevisiae	horizontal gene transfer
ENSG00000149084	HSD17B12	H. sapiens	S000004090	ERG27	S. cerevisiae	orthologue
ENSG00000149136	SSRP1	H. sapiens	S000004534	POB3	S. cerevisiae	homologue
ENSG00000149136	SSRP1	H. sapiens	S000004534	POB3	S. cerevisiae	orthologue
ENSG00000149716	ORAOV1	H. sapiens	S000005204	LTO1	S. cerevisiae	least diverged orthologue
ENSG00000149716	ORAOV1	H. sapiens	S000005204	LTO1	S. cerevisiae	orthologue
ENSG00000151093	OXSM	H. sapiens	S000000863	CEM1	S. cerevisiae	homologue
ENSG00000151093	OXSM	H. sapiens	S000000863	CEM1	S. cerevisiae	horizontal gene transfer
ENSG00000151093	OXSM	H. sapiens	S000000863	CEM1	S. cerevisiae	orthologue
ENSG00000151465	CDC123	H. sapiens	S000004205	CDC123	S. cerevisiae	homologue
ENSG00000151465	CDC123	H. sapiens	S000004205	CDC123	S. cerevisiae	least diverged orthologue
ENSG00000151465	CDC123	H. sapiens	S000004205	CDC123	S. cerevisiae	orthologue
ENSG00000151465	CDC123	H. sapiens	S000004205	CDC123	S. cerevisiae	orthologue
ENSG00000151532	VTI1A	H. sapiens	S000004810	VTI1	S. cerevisiae	homologue
ENSG00000151532	VTI1A	H. sapiens	S000004810	VTI1	S. cerevisiae	least diverged orthologue
ENSG00000151532	VTI1A	H. sapiens	S000004810	VTI1	S. cerevisiae	orthologue
ENSG00000151665	PIGF	H. sapiens	S000002710	GPI11	S. cerevisiae	least diverged orthologue
ENSG00000151665	PIGF	H. sapiens	S000002710	GPI11	S. cerevisiae	orthologue
ENSG00000151726	ACSL1	H. sapiens	S000000817	FAA2	S. cerevisiae	homologue
ENSG00000151726	ACSL1	H. sapiens	S000000817	FAA2	S. cerevisiae	orthologue
ENSG00000151729	SLC25A4	H. sapiens	S000000126	PET9	S. cerevisiae	homologue
ENSG00000151729	SLC25A4	H. sapiens	S000000126	PET9	S. cerevisiae	orthologue
ENSG00000151729	SLC25A4	H. sapiens	S000000126	PET9	S. cerevisiae	orthologue
ENSG00000151729	SLC25A4	H. sapiens	S000000289	AAC3	S. cerevisiae	homologue
ENSG00000151729	SLC25A4	H. sapiens	S000000289	AAC3	S. cerevisiae	orthologue
ENSG00000151729	SLC25A4	H. sapiens	S000000289	AAC3	S. cerevisiae	orthologue
ENSG00000151729	SLC25A4	H. sapiens	S000004660	AAC1	S. cerevisiae	homologue
ENSG00000151729	SLC25A4	H. sapiens	S000004660	AAC1	S. cerevisiae	orthologue
ENSG00000151729	SLC25A4	H. sapiens	S000004660	AAC1	S. cerevisiae	orthologue
ENSG00000151806	GUF1	H. sapiens	S000004280	GUF1	S. cerevisiae	homologue
ENSG00000151806	GUF1	H. sapiens	S000004280	GUF1	S. cerevisiae	least diverged orthologue
ENSG00000151806	GUF1	H. sapiens	S000004280	GUF1	S. cerevisiae	orthologue
ENSG00000151806	GUF1	H. sapiens	S000004280	GUF1	S. cerevisiae	orthologue
ENSG00000152556	PFKM	H. sapiens	S000003472	PFK1	S. cerevisiae	homologue
ENSG00000152556	PFKM	H. sapiens	S000003472	PFK1	S. cerevisiae	orthologue
ENSG00000152556	PFKM	H. sapiens	S000003472	PFK1	S. cerevisiae	orthologue
ENSG00000152556	PFKM	H. sapiens	S000004818	PFK2	S. cerevisiae	homologue
ENSG00000152556	PFKM	H. sapiens	S000004818	PFK2	S. cerevisiae	orthologue
ENSG00000152556	PFKM	H. sapiens	S000004818	PFK2	S. cerevisiae	orthologue
ENSG00000153574	RPIA	H. sapiens	S000005621	RKI1	S. cerevisiae	homologue
ENSG00000153574	RPIA	H. sapiens	S000005621	RKI1	S. cerevisiae	least diverged orthologue
ENSG00000153574	RPIA	H. sapiens	S000005621	RKI1	S. cerevisiae	orthologue
ENSG00000153574	RPIA	H. sapiens	S000005621	RKI1	S. cerevisiae	orthologue
ENSG00000153786	ZDHHC7	H. sapiens	S000005270	PFA3	S. cerevisiae	homologue
ENSG00000153786	ZDHHC7	H. sapiens	S000005270	PFA3	S. cerevisiae	orthologue
ENSG00000153989	NUS1	H. sapiens	S000002352	NUS1	S. cerevisiae	homologue
ENSG00000153989	NUS1	H. sapiens	S000002352	NUS1	S. cerevisiae	least diverged orthologue
ENSG00000153989	NUS1	H. sapiens	S000002352	NUS1	S. cerevisiae	orthologue
ENSG00000155229	MMS19	H. sapiens	S000001390	MET18	S. cerevisiae	homologue
ENSG00000155229	MMS19	H. sapiens	S000001390	MET18	S. cerevisiae	least diverged orthologue
ENSG00000155229	MMS19	H. sapiens	S000001390	MET18	S. cerevisiae	orthologue
ENSG00000155229	MMS19	H. sapiens	S000001390	MET18	S. cerevisiae	orthologue
ENSG00000155287	SLC25A28	H. sapiens	S000001760	MRS4	S. cerevisiae	homologue
ENSG00000155287	SLC25A28	H. sapiens	S000001760	MRS4	S. cerevisiae	least diverged orthologue
ENSG00000155287	SLC25A28	H. sapiens	S000001760	MRS4	S. cerevisiae	orthologue
ENSG00000155287	SLC25A28	H. sapiens	S000003669	MRS3	S. cerevisiae	homologue
ENSG00000155287	SLC25A28	H. sapiens	S000003669	MRS3	S. cerevisiae	orthologue
ENSG00000155287	SLC25A28	H. sapiens	S000003669	MRS3	S. cerevisiae	orthologue
ENSG00000155463	OXA1L	H. sapiens	S000000956	OXA1	S. cerevisiae	homologue
ENSG00000155463	OXA1L	H. sapiens	S000000956	OXA1	S. cerevisiae	least diverged orthologue
ENSG00000155463	OXA1L	H. sapiens	S000000956	OXA1	S. cerevisiae	orthologue
ENSG00000155463	OXA1L	H. sapiens	S000000956	OXA1	S. cerevisiae	orthologue
ENSG00000155876	RRAGA	H. sapiens	S000004590	GTR1	S. cerevisiae	homologue
ENSG00000155876	RRAGA	H. sapiens	S000004590	GTR1	S. cerevisiae	least diverged orthologue
ENSG00000155959	VBP1	H. sapiens	S000003310	PAC10	S. cerevisiae	homologue
ENSG00000155959	VBP1	H. sapiens	S000003310	PAC10	S. cerevisiae	least diverged orthologue
ENSG00000155959	VBP1	H. sapiens	S000003310	PAC10	S. cerevisiae	orthologue
ENSG00000155959	VBP1	H. sapiens	S000003310	PAC10	S. cerevisiae	orthologue
ENSG00000156482	RPL30	H. sapiens	S000002998	RPL30	S. cerevisiae	homologue
ENSG00000156482	RPL30	H. sapiens	S000002998	RPL30	S. cerevisiae	least diverged orthologue
ENSG00000156482	RPL30	H. sapiens	S000002998	RPL30	S. cerevisiae	orthologue
ENSG00000156502	SUPV3L1	H. sapiens	S000005950	SUV3	S. cerevisiae	homologue
ENSG00000156502	SUPV3L1	H. sapiens	S000005950	SUV3	S. cerevisiae	least diverged orthologue
ENSG00000156502	SUPV3L1	H. sapiens	S000005950	SUV3	S. cerevisiae	orthologue
ENSG00000156599	ZDHHC5	H. sapiens	S000004236	ERF2	S. cerevisiae	homologue
ENSG00000156958	GALK2	H. sapiens	S000000224	GAL1	S. cerevisiae	homologue
ENSG00000156958	GALK2	H. sapiens	S000000224	GAL1	S. cerevisiae	least diverged orthologue
ENSG00000156958	GALK2	H. sapiens	S000000224	GAL1	S. cerevisiae	orthologue
ENSG00000156958	GALK2	H. sapiens	S000000224	GAL1	S. cerevisiae	orthologue
ENSG00000156958	GALK2	H. sapiens	S000002416	GAL3	S. cerevisiae	homologue
ENSG00000156958	GALK2	H. sapiens	S000002416	GAL3	S. cerevisiae	orthologue
ENSG00000156958	GALK2	H. sapiens	S000002416	GAL3	S. cerevisiae	orthologue
ENSG00000156958	GALK2	H. sapiens	S000002416	GAL3	S. cerevisiae	orthologue
ENSG00000157020	SEC13	H. sapiens	S000004198	SEC13	S. cerevisiae	homologue
ENSG00000157020	SEC13	H. sapiens	S000004198	SEC13	S. cerevisiae	least diverged orthologue
ENSG00000157020	SEC13	H. sapiens	S000004198	SEC13	S. cerevisiae	orthologue
ENSG00000157020	SEC13	H. sapiens	S000004198	SEC13	S. cerevisiae	orthologue
ENSG00000157916	RER1	H. sapiens	S000000507	RER1	S. cerevisiae	homologue
ENSG00000157916	RER1	H. sapiens	S000000507	RER1	S. cerevisiae	least diverged orthologue
ENSG00000157916	RER1	H. sapiens	S000000507	RER1	S. cerevisiae	orthologue
ENSG00000157916	RER1	H. sapiens	S000000507	RER1	S. cerevisiae	orthologue
ENSG00000158417	EIF5B	H. sapiens	S000000033	FUN12	S. cerevisiae	homologue
ENSG00000158417	EIF5B	H. sapiens	S000000033	FUN12	S. cerevisiae	least diverged orthologue
ENSG00000158417	EIF5B	H. sapiens	S000000033	FUN12	S. cerevisiae	orthologue
ENSG00000159063	ALG8	H. sapiens	S000005593	ALG8	S. cerevisiae	homologue
ENSG00000159063	ALG8	H. sapiens	S000005593	ALG8	S. cerevisiae	least diverged orthologue
ENSG00000159063	ALG8	H. sapiens	S000005593	ALG8	S. cerevisiae	orthologue
ENSG00000159063	ALG8	H. sapiens	S000005593	ALG8	S. cerevisiae	orthologue
ENSG00000159267	HLCS	H. sapiens	S000002300	BPL1	S. cerevisiae	homologue
ENSG00000159267	HLCS	H. sapiens	S000002300	BPL1	S. cerevisiae	least diverged orthologue
ENSG00000159267	HLCS	H. sapiens	S000002300	BPL1	S. cerevisiae	orthologue
ENSG00000159423	ALDH4A1	H. sapiens	S000001079	PUT2	S. cerevisiae	homologue
ENSG00000159423	ALDH4A1	H. sapiens	S000001079	PUT2	S. cerevisiae	least diverged orthologue
ENSG00000159423	ALDH4A1	H. sapiens	S000001079	PUT2	S. cerevisiae	orthologue
ENSG00000159423	ALDH4A1	H. sapiens	S000001079	PUT2	S. cerevisiae	orthologue
ENSG00000159714	ZDHHC1	H. sapiens	S000004236	ERF2	S. cerevisiae	homologue
ENSG00000160014	CALM3	H. sapiens	S000000313	CMD1	S. cerevisiae	homologue
ENSG00000160200	CBS	H. sapiens	S000001701	SRY1	S. cerevisiae	horizontal gene transfer
ENSG00000160200	CBS	H. sapiens	S000003387	CYS4	S. cerevisiae	homologue
ENSG00000160200	CBS	H. sapiens	S000003387	CYS4	S. cerevisiae	least diverged orthologue
ENSG00000160200	CBS	H. sapiens	S000003387	CYS4	S. cerevisiae	orthologue
ENSG00000160200	CBS	H. sapiens	S000003387	CYS4	S. cerevisiae	orthologue
ENSG00000160211	G6PD	H. sapiens	S000005185	ZWF1	S. cerevisiae	homologue
ENSG00000160211	G6PD	H. sapiens	S000005185	ZWF1	S. cerevisiae	least diverged orthologue
ENSG00000160211	G6PD	H. sapiens	S000005185	ZWF1	S. cerevisiae	orthologue
ENSG00000160211	G6PD	H. sapiens	S000005185	ZWF1	S. cerevisiae	orthologue
ENSG00000160285	LSS	H. sapiens	S000001114	ERG7	S. cerevisiae	homologue
ENSG00000160285	LSS	H. sapiens	S000001114	ERG7	S. cerevisiae	least diverged orthologue
ENSG00000160285	LSS	H. sapiens	S000001114	ERG7	S. cerevisiae	orthologue
ENSG00000160285	LSS	H. sapiens	S000001114	ERG7	S. cerevisiae	orthologue
ENSG00000160446	ZDHHC12	H. sapiens	S000005270	PFA3	S. cerevisiae	homologue
ENSG00000160688	FLAD1	H. sapiens	S000002203	FAD1	S. cerevisiae	homologue
ENSG00000160688	FLAD1	H. sapiens	S000002203	FAD1	S. cerevisiae	least diverged orthologue
ENSG00000160688	FLAD1	H. sapiens	S000002203	FAD1	S. cerevisiae	orthologue
ENSG00000160688	FLAD1	H. sapiens	S000002203	FAD1	S. cerevisiae	orthologue
ENSG00000161057	PSMC2	H. sapiens	S000001628	RPT1	S. cerevisiae	homologue
ENSG00000161057	PSMC2	H. sapiens	S000001628	RPT1	S. cerevisiae	least diverged orthologue
ENSG00000161057	PSMC2	H. sapiens	S000001628	RPT1	S. cerevisiae	orthologue
ENSG00000161057	PSMC2	H. sapiens	S000001628	RPT1	S. cerevisiae	orthologue
ENSG00000162063	CCNF	H. sapiens	S000000038	CLN3	S. cerevisiae	orthologue
ENSG00000162063	CCNF	H. sapiens	S000002314	CLB3	S. cerevisiae	orthologue
ENSG00000162063	CCNF	H. sapiens	S000003340	CLB1	S. cerevisiae	orthologue
ENSG00000162063	CCNF	H. sapiens	S000003341	CLB6	S. cerevisiae	orthologue
ENSG00000162063	CCNF	H. sapiens	S000004200	CLB4	S. cerevisiae	orthologue
ENSG00000162063	CCNF	H. sapiens	S000004812	CLN1	S. cerevisiae	orthologue
ENSG00000162063	CCNF	H. sapiens	S000006177	CLN2	S. cerevisiae	orthologue
ENSG00000162063	CCNF	H. sapiens	S000006323	CLB2	S. cerevisiae	orthologue
ENSG00000162063	CCNF	H. sapiens	S000006324	CLB5	S. cerevisiae	orthologue
ENSG00000162231	NXF1	H. sapiens	S000006090	MEX67	S. cerevisiae	least diverged orthologue
ENSG00000162231	NXF1	H. sapiens	S000006090	MEX67	S. cerevisiae	orthologue
ENSG00000162231	NXF1	H. sapiens	S000006090	MEX67	S. cerevisiae	orthologue
ENSG00000162236	STX5	H. sapiens	S000004016	SED5	S. cerevisiae	homologue
ENSG00000162236	STX5	H. sapiens	S000004016	SED5	S. cerevisiae	least diverged orthologue
ENSG00000162236	STX5	H. sapiens	S000004016	SED5	S. cerevisiae	orthologue
ENSG00000162236	STX5	H. sapiens	S000004016	SED5	S. cerevisiae	orthologue
ENSG00000162368	CMPK1	H. sapiens	S000001507	URA6	S. cerevisiae	homologue
ENSG00000162368	CMPK1	H. sapiens	S000001507	URA6	S. cerevisiae	least diverged orthologue
ENSG00000162368	CMPK1	H. sapiens	S000001507	URA6	S. cerevisiae	orthologue
ENSG00000162368	CMPK1	H. sapiens	S000001507	URA6	S. cerevisiae	orthologue
ENSG00000162928	PEX13	H. sapiens	S000004181	PEX13	S. cerevisiae	homologue
ENSG00000162928	PEX13	H. sapiens	S000004181	PEX13	S. cerevisiae	least diverged orthologue
ENSG00000162928	PEX13	H. sapiens	S000004181	PEX13	S. cerevisiae	orthologue
ENSG00000163050	ADCK3	H. sapiens	S000003087	COQ8	S. cerevisiae	homologue
ENSG00000163050	ADCK3	H. sapiens	S000003087	COQ8	S. cerevisiae	orthologue
ENSG00000163050	ADCK3	H. sapiens	S000003087	COQ8	S. cerevisiae	orthologue
ENSG00000163050	ADCK3	H. sapiens	S000003087	COQ8	S. cerevisiae	orthologue
ENSG00000163624	CDS1	H. sapiens	S000000233	CDS1	S. cerevisiae	homologue
ENSG00000163624	CDS1	H. sapiens	S000000233	CDS1	S. cerevisiae	orthologue
ENSG00000163624	CDS1	H. sapiens	S000000233	CDS1	S. cerevisiae	orthologue
ENSG00000163624	CDS1	H. sapiens	S000000233	CDS1	S. cerevisiae	orthologue
ENSG00000163635	ATXN7	H. sapiens	S000003034	SGF73	S. cerevisiae	least diverged orthologue
ENSG00000163636	PSMD6	H. sapiens	S000001333	PCI8	S. cerevisiae	orthologue
ENSG00000163636	PSMD6	H. sapiens	S000006312	RPN7	S. cerevisiae	homologue
ENSG00000163636	PSMD6	H. sapiens	S000006312	RPN7	S. cerevisiae	least diverged orthologue
ENSG00000163636	PSMD6	H. sapiens	S000006312	RPN7	S. cerevisiae	orthologue
ENSG00000163812	ZDHHC3	H. sapiens	S000005270	PFA3	S. cerevisiae	homologue
ENSG00000163812	ZDHHC3	H. sapiens	S000005270	PFA3	S. cerevisiae	least diverged orthologue
ENSG00000163882	POLR2H	H. sapiens	S000005750	RPB8	S. cerevisiae	homologue
ENSG00000163882	POLR2H	H. sapiens	S000005750	RPB8	S. cerevisiae	least diverged orthologue
ENSG00000163882	POLR2H	H. sapiens	S000005750	RPB8	S. cerevisiae	orthologue
ENSG00000163902	RPN1	H. sapiens	S000003539	OST1	S. cerevisiae	homologue
ENSG00000163902	RPN1	H. sapiens	S000003539	OST1	S. cerevisiae	least diverged orthologue
ENSG00000163933	RFT1	H. sapiens	S000000116	RFT1	S. cerevisiae	homologue
ENSG00000163933	RFT1	H. sapiens	S000000116	RFT1	S. cerevisiae	least diverged orthologue
ENSG00000163933	RFT1	H. sapiens	S000000116	RFT1	S. cerevisiae	orthologue
ENSG00000163933	RFT1	H. sapiens	S000000116	RFT1	S. cerevisiae	orthologue
ENSG00000164024	METAP1	H. sapiens	S000000187	MAP2	S. cerevisiae	horizontal gene transfer
ENSG00000164024	METAP1	H. sapiens	S000002508	ARX1	S. cerevisiae	horizontal gene transfer
ENSG00000164024	METAP1	H. sapiens	S000003952	FRA1	S. cerevisiae	horizontal gene transfer
ENSG00000164024	METAP1	H. sapiens	S000004234	MAP1	S. cerevisiae	homologue
ENSG00000164024	METAP1	H. sapiens	S000004234	MAP1	S. cerevisiae	least diverged orthologue
ENSG00000164024	METAP1	H. sapiens	S000004234	MAP1	S. cerevisiae	orthologue
ENSG00000164024	METAP1	H. sapiens	S000004234	MAP1	S. cerevisiae	orthologue
ENSG00000164134	NAA15	H. sapiens	S000002198	NAT1	S. cerevisiae	least diverged orthologue
ENSG00000164134	NAA15	H. sapiens	S000005436	MDM20	S. cerevisiae	orthologue
ENSG00000164181	ELOVL7	H. sapiens	S000000630	ELO2	S. cerevisiae	homologue
ENSG00000164181	ELOVL7	H. sapiens	S000003732	ELO1	S. cerevisiae	homologue
ENSG00000164181	ELOVL7	H. sapiens	S000004364	ELO3	S. cerevisiae	homologue
ENSG00000164338	UTP15	H. sapiens	S000004699	UTP15	S. cerevisiae	homologue
ENSG00000164338	UTP15	H. sapiens	S000004699	UTP15	S. cerevisiae	least diverged orthologue
ENSG00000164338	UTP15	H. sapiens	S000004699	UTP15	S. cerevisiae	orthologue
ENSG00000164338	UTP15	H. sapiens	S000004699	UTP15	S. cerevisiae	orthologue
ENSG00000164398	ACSL6	H. sapiens	S000000817	FAA2	S. cerevisiae	orthologue
ENSG00000164609	SLU7	H. sapiens	S000002495	SLU7	S. cerevisiae	least diverged orthologue
ENSG00000164754	RAD21	H. sapiens	S000002161	MCD1	S. cerevisiae	orthologue
ENSG00000164754	RAD21	H. sapiens	S000006211	REC8	S. cerevisiae	least diverged orthologue
ENSG00000164933	SLC25A32	H. sapiens	S000000732	YEA6	S. cerevisiae	homologue
ENSG00000164933	SLC25A32	H. sapiens	S000001268	YIA6	S. cerevisiae	homologue
ENSG00000164933	SLC25A32	H. sapiens	S000001396	FLX1	S. cerevisiae	least diverged orthologue
ENSG00000164933	SLC25A32	H. sapiens	S000001396	FLX1	S. cerevisiae	orthologue
ENSG00000164933	SLC25A32	H. sapiens	S000001396	FLX1	S. cerevisiae	orthologue
ENSG00000165060	FXN	H. sapiens	S000002278	YFH1	S. cerevisiae	homologue
ENSG00000165060	FXN	H. sapiens	S000002278	YFH1	S. cerevisiae	least diverged orthologue
ENSG00000165060	FXN	H. sapiens	S000002278	YFH1	S. cerevisiae	orthologue
ENSG00000165240	ATP7A	H. sapiens	S000000499	PCA1	S. cerevisiae	orthologue
ENSG00000165240	ATP7A	H. sapiens	S000002678	CCC2	S. cerevisiae	homologue
ENSG00000165240	ATP7A	H. sapiens	S000002678	CCC2	S. cerevisiae	orthologue
ENSG00000165240	ATP7A	H. sapiens	S000002678	CCC2	S. cerevisiae	orthologue
ENSG00000165240	ATP7A	H. sapiens	S000002678	CCC2	S. cerevisiae	orthologue
ENSG00000165271	NOL6	H. sapiens	S000003322	UTP22	S. cerevisiae	homologue
ENSG00000165271	NOL6	H. sapiens	S000003322	UTP22	S. cerevisiae	least diverged orthologue
ENSG00000165271	NOL6	H. sapiens	S000003322	UTP22	S. cerevisiae	orthologue
ENSG00000165271	NOL6	H. sapiens	S000003322	UTP22	S. cerevisiae	orthologue
ENSG00000165280	VCP	H. sapiens	S000002284	CDC48	S. cerevisiae	homologue
ENSG00000165280	VCP	H. sapiens	S000002284	CDC48	S. cerevisiae	least diverged orthologue
ENSG00000165280	VCP	H. sapiens	S000002284	CDC48	S. cerevisiae	orthologue
ENSG00000165280	VCP	H. sapiens	S000002284	CDC48	S. cerevisiae	orthologue
ENSG00000165282	PIGO	H. sapiens	S000003954	GPI13	S. cerevisiae	homologue
ENSG00000165282	PIGO	H. sapiens	S000003954	GPI13	S. cerevisiae	least diverged orthologue
ENSG00000165282	PIGO	H. sapiens	S000003954	GPI13	S. cerevisiae	orthologue
ENSG00000165392	WRN	H. sapiens	S000004802	SGS1	S. cerevisiae	homologue
ENSG00000165527	ARF6	H. sapiens	S000002296	ARF2	S. cerevisiae	homologue
ENSG00000165527	ARF6	H. sapiens	S000002351	ARF1	S. cerevisiae	homologue
ENSG00000165527	ARF6	H. sapiens	S000005620	ARF3	S. cerevisiae	least diverged orthologue
ENSG00000165527	ARF6	H. sapiens	S000005620	ARF3	S. cerevisiae	orthologue
ENSG00000165527	ARF6	H. sapiens	S000005620	ARF3	S. cerevisiae	orthologue
ENSG00000165637	VDAC2	H. sapiens	S000001376	POR2	S. cerevisiae	homologue
ENSG00000165637	VDAC2	H. sapiens	S000001376	POR2	S. cerevisiae	orthologue
ENSG00000165637	VDAC2	H. sapiens	S000001376	POR2	S. cerevisiae	orthologue
ENSG00000165637	VDAC2	H. sapiens	S000005000	POR1	S. cerevisiae	homologue
ENSG00000165637	VDAC2	H. sapiens	S000005000	POR1	S. cerevisiae	least diverged orthologue
ENSG00000165637	VDAC2	H. sapiens	S000005000	POR1	S. cerevisiae	orthologue
ENSG00000165637	VDAC2	H. sapiens	S000005000	POR1	S. cerevisiae	orthologue
ENSG00000165916	PSMC3	H. sapiens	S000005643	RPT5	S. cerevisiae	homologue
ENSG00000165916	PSMC3	H. sapiens	S000005643	RPT5	S. cerevisiae	least diverged orthologue
ENSG00000165916	PSMC3	H. sapiens	S000005643	RPT5	S. cerevisiae	orthologue
ENSG00000165916	PSMC3	H. sapiens	S000005643	RPT5	S. cerevisiae	orthologue
ENSG00000166166	TRMT61A	H. sapiens	S000003661	GCD14	S. cerevisiae	homologue
ENSG00000166166	TRMT61A	H. sapiens	S000003661	GCD14	S. cerevisiae	least diverged orthologue
ENSG00000166166	TRMT61A	H. sapiens	S000003661	GCD14	S. cerevisiae	orthologue
ENSG00000166169	POLL	H. sapiens	S000000607	POL4	S. cerevisiae	orthologue
ENSG00000166169	POLL	H. sapiens	S000000607	POL4	S. cerevisiae	orthologue
ENSG00000166441	RPL27A	H. sapiens	S000003071	RPL28	S. cerevisiae	homologue
ENSG00000166441	RPL27A	H. sapiens	S000003071	RPL28	S. cerevisiae	least diverged orthologue
ENSG00000166441	RPL27A	H. sapiens	S000003071	RPL28	S. cerevisiae	orthologue
ENSG00000166441	RPL27A	H. sapiens	S000003071	RPL28	S. cerevisiae	orthologue
ENSG00000166851	PLK1	H. sapiens	S000004603	CDC5	S. cerevisiae	homologue
ENSG00000166851	PLK1	H. sapiens	S000004603	CDC5	S. cerevisiae	least diverged orthologue
ENSG00000166851	PLK1	H. sapiens	S000004603	CDC5	S. cerevisiae	orthologue
ENSG00000166851	PLK1	H. sapiens	S000004603	CDC5	S. cerevisiae	orthologue
ENSG00000167113	COQ4	H. sapiens	S000002612	COQ4	S. cerevisiae	homologue
ENSG00000167113	COQ4	H. sapiens	S000002612	COQ4	S. cerevisiae	least diverged orthologue
ENSG00000167113	COQ4	H. sapiens	S000002612	COQ4	S. cerevisiae	orthologue
ENSG00000167113	COQ4	H. sapiens	S000002612	COQ4	S. cerevisiae	orthologue
ENSG00000167114	SLC27A4	H. sapiens	S000000245	FAT1	S. cerevisiae	homologue
ENSG00000167114	SLC27A4	H. sapiens	S000000245	FAT1	S. cerevisiae	orthologue
ENSG00000167114	SLC27A4	H. sapiens	S000000245	FAT1	S. cerevisiae	orthologue
ENSG00000167118	URM1	H. sapiens	S000001270	URM1	S. cerevisiae	homologue
ENSG00000167118	URM1	H. sapiens	S000001270	URM1	S. cerevisiae	least diverged orthologue
ENSG00000167118	URM1	H. sapiens	S000001270	URM1	S. cerevisiae	orthologue
ENSG00000167264	DUS2	H. sapiens	S000005298	SMM1	S. cerevisiae	homologue
ENSG00000167264	DUS2	H. sapiens	S000005298	SMM1	S. cerevisiae	least diverged orthologue
ENSG00000167264	DUS2	H. sapiens	S000005298	SMM1	S. cerevisiae	orthologue
ENSG00000167508	MVD	H. sapiens	S000005326	MVD1	S. cerevisiae	homologue
ENSG00000167508	MVD	H. sapiens	S000005326	MVD1	S. cerevisiae	least diverged orthologue
ENSG00000167508	MVD	H. sapiens	S000005326	MVD1	S. cerevisiae	orthologue
ENSG00000167508	MVD	H. sapiens	S000005326	MVD1	S. cerevisiae	orthologue
ENSG00000167965	MLST8	H. sapiens	S000004951	LST8	S. cerevisiae	homologue
